UniqueReferenceNumber(URN),IncidentDate,IncidentCategory,ProductType,ProductOriginCountry,NotifierType,ProductOriginCountry_iso3n
ICID00031718,2018-02-19,Poor or Insufficient Controls,Fish & Fish Products,Canada (CA),Border Inspection Posts (BIPs),124
ICID00031351,2018-01-02,Allergens,Milk & Milk Products,Bulgaria (BG),Industry,100
ICID00031353,2018-01-02,Poor or Insufficient Controls,Confectionery,Turkey (TR),Port Health Authority (PHA),792
ICID00031355,2018-01-02,Poor or Insufficient Controls,Confectionery,Turkey (TR),Port Health Authority (PHA),792
ICID00031356,2018-01-02,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,Islamic Republic of Iran (IR),Port Health Authority (PHA),364
ICID00031357,2018-01-02,Poor or Insufficient Controls,Fruits & Vegetables,Islamic Republic of Iran (IR),Port Health Authority (PHA),364
ICID00031358,2018-01-02,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,Finland (FI),RASFF,246
ICID00031359,2018-01-02,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,Islamic Republic of Iran (IR),Port Health Authority (PHA),364
ICID00031360,2018-01-02,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,Islamic Republic of Iran (IR),Port Health Authority (PHA),364
ICID00031361,2018-01-03,Allergens,Other Food Product / Mixed,United States (US),General Public,840
ICID00031364,2018-01-03,Mycotoxins,Fruits & Vegetables,Turkey (TR),Port Health Authority (PHA),792
ICID00031366,2018-01-03,Poor or Insufficient Controls,Fruits & Vegetables,India (IN),Port Health Authority (PHA),356
ICID00031367,2018-01-03,Labelling Absent / Incomplete / Incorrect,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),Local Authority,840
ICID00031369,2018-01-03,Mycotoxins,Feed Premixtures,Argentina (AR),Border Inspection Posts (BIPs),32
ICID00031374,2018-01-04,Pesticide Residues,Fruits & Vegetables,India (IN),Port Health Authority (PHA),356
ICID00031375,2018-01-04,Pesticide Residues,Fruits & Vegetables,Turkey (TR),Border Inspection Posts (BIPs),792
ICID00031377,2018-01-04,Pathogenic Micro-Organisms,Pet Food,Iceland (IS),Industry,352
ICID00031379,2018-01-05,Poor or Insufficient Controls,Crustaceans & Products Thereof,Vietnam (VN),Border Inspection Posts (BIPs),704
ICID00031383,2018-01-03,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),Germany (DE),Local Authority,276
ICID00031386,2018-01-05,Chemical Contamination (other),Herbs & Spices,India (IN),RASFF,356
ICID00031387,2018-01-05,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Poland (PL),RASFF,616
ICID00031389,2018-01-08,Allergens,Confectionery,Turkey (TR),Industry,792
ICID00031391,2018-01-08,Labelling Absent / Incomplete / Incorrect,Fish & Fish Products,Spain (ES),Local Authority,724
ICID00031393,2018-01-08,Composition,Dietetic Foods / Food Supplements / Fortified Foods,China (CN),European Commission (EC),156
ICID00031394,2018-01-08,Pesticide Residues,Fruits & Vegetables,India (IN),Border Inspection Posts (BIPs),356
ICID00031396,2018-01-08,Pesticide Residues,Non-Alcoholic Beverages,China (CN),Border Inspection Posts (BIPs),156
ICID00031397,2018-01-09,Composition,Honey & Royal Jelly,Czech Republic (DO),Administrative Assistance and Cooperation System (AAC),214
ICID00031398,2018-01-09,Labelling Absent / Incomplete / Incorrect,Dietetic Foods / Food Supplements / Fortified Foods,Hungary (HU),Local Authority,348
ICID00031402,2018-01-09,Packaging defective / incorrect,Food Contact Materials,France (FR),Medicine & Healthcare Regulatory Agency (MHRA),250
ICID00031403,2018-01-06,Poor or Insufficient Controls,Confectionery,Switzerland (CH),Border Inspection Posts (BIPs),756
ICID00031404,2018-01-06,Poor or Insufficient Controls,Alcoholic Beverages,France (FR),Police,250
ICID00031406,2018-01-09,Labelling Absent / Incomplete / Incorrect,Soup / Broths / Sauces & Condiments,Turkey (TR),Local Authority,792
ICID00031408,2018-01-09,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,Turkey (TR),Border Inspection Posts (BIPs),792
ICID00031409,2018-01-09,Pesticide Residues,Fruits & Vegetables,Dominican Republic (DO),Border Inspection Posts (BIPs),214
ICID00031410,2018-01-10,Pesticide Residues,Fruits & Vegetables,India (IN),Border Inspection Posts (BIPs),356
ICID00031411,2018-01-10,Poor or Insufficient Controls,Soup / Broths / Sauces & Condiments,Germany (DE),Border Inspection Posts (BIPs),276
ICID00031412,2018-01-10,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,China (CN),RASFF,156
ICID00031413,2018-01-10,Poor or Insufficient Controls,Soup / Broths / Sauces & Condiments,Germany (DE),Department of Agriculture & Rural Development (DARD),276
ICID00031416,2018-01-11,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Thailand (TH),Local Authority,764
ICID00031418,2018-01-12,Pesticide Residues,Fruits & Vegetables,Dominican Republic (DO),Border Inspection Posts (BIPs),214
ICID00031419,2018-01-12,Mycotoxins,Nuts / Nut Products / Seeds,United States (US),RASFF,840
ICID00031421,2018-01-12,Pathogenic Micro-Organisms,Crustaceans & Products Thereof,India (IN),Local Authority,356
ICID00031422,2018-01-12,Labelling Absent / Incomplete / Incorrect,Pet Food,Belgium (BE),Local Authority,56
ICID00031423,2018-01-12,Labelling Absent / Incomplete / Incorrect,Feed Materials,Germany (DE),Local Authority,276
ICID00031424,2018-01-12,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Denmark (DK),RASFF,208
ICID00031428,2018-01-13,Pesticide Residues,Fruits & Vegetables,India (IN),Border Inspection Posts (BIPs),356
ICID00031432,2018-01-12,Mycotoxins,Dietetic Foods / Food Supplements / Fortified Foods,Taiwan Province of China (TW),RASFF,158
ICID00031433,2018-01-15,Poor or Insufficient Controls,Crustaceans & Products Thereof,India (IN),EU Member States,356
ICID00031435,2018-01-15,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,India (IN),Border Inspection Posts (BIPs),356
ICID00031437,2018-01-15,Mycotoxins,Nuts / Nut Products / Seeds,Australia (AU),Local Authority,36
ICID00031439,2018-01-15,Allergens,Nuts / Nut Products / Seeds,China (CN),Local Authority,156
ICID00031440,2018-01-15,Foreign Bodies,Fruits & Vegetables,France (FR),Local Authority,250
ICID00031444,2018-01-16,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Lithuania (LT),Local Authority,440
ICID00031445,2018-01-16,Food Additives & Flavourings,Ices & Desserts,Malaysia (MY),RASFF,458
ICID00031446,2018-01-17,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Border Inspection Posts (BIPs),76
ICID00031447,2018-01-17,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Border Inspection Posts (BIPs),76
ICID00031448,2018-01-17,Foreign Bodies,Cereals & Bakery Products,Poland (PL),Industry,616
ICID00031450,2018-01-17,Pathogenic Micro-Organisms,Herbs & Spices,Egypt (EG),EU Member States,818
ICID00031451,2018-01-17,Composition,Honey & Royal Jelly,Czech Republic (DO),Administrative Assistance and Cooperation System (AAC),214
ICID00031453,2018-01-18,Poor or Insufficient Controls,Non-Alcoholic Beverages,Poland (PL),Border Inspection Posts (BIPs),616
